generation,best,mean,worst
314,77.697818,79.576068,129.818865
315,77.697818,79.302054,127.074412
316,77.697818,80.027281,129.818865
317,77.697818,79.979661,127.780184
318,77.697818,80.208255,136.795177
319,77.697818,79.931812,129.818865
320,77.697818,79.600173,136.795177
321,77.697818,80.154636,127.780184
322,77.697818,79.884531,136.795177
323,77.697818,79.728880,136.795177
324,77.697818,80.050846,131.488840
325,77.697818,79.626238,136.795177
326,77.697818,79.207801,127.074412
327,77.697818,79.933709,125.280562
328,77.697818,79.337146,124.108231
329,77.697818,79.886675,136.795177
330,77.697818,79.601923,129.818865
331,77.697818,79.541519,131.738670
332,77.697818,80.106524,127.371299
333,77.697818,79.421642,132.787471
334,77.697818,79.720858,132.787471
335,77.697818,79.051545,136.795177
336,77.697818,79.260669,129.818865
337,77.697818,80.007488,136.795177
338,77.697818,79.750864,136.795177
339,77.697818,79.302408,131.488840
340,77.697818,79.911095,132.787471
341,77.697818,79.878042,131.488840
342,77.697818,79.378560,125.102866
343,77.697818,79.253390,129.818865
344,77.697818,79.772786,136.795177
345,77.697818,79.930435,136.795177
346,77.697818,79.893916,136.795177
347,77.697818,80.072035,132.787471
348,77.697818,79.859744,127.371299
349,77.697818,79.394720,126.053670
350,77.697818,79.455478,136.795177
351,77.697818,79.387777,132.787471
352,77.697818,79.438007,131.738670
353,77.697818,79.916062,132.787471
354,77.697818,79.365017,136.795177
355,77.697818,78.982890,127.371299
356,77.697818,79.257180,125.950610
357,77.697818,79.760114,131.738670
358,77.697818,79.493737,129.818865
359,77.697818,79.378358,122.261851
360,77.697818,79.651471,136.795177
361,77.697818,80.114649,136.795177
362,77.697818,79.930906,136.795177
363,77.697818,79.602156,129.818865
364,77.697818,79.600623,127.780184
365,77.697818,79.419167,131.488840
366,77.697818,79.493824,132.787471
367,77.697818,79.612183,127.780184
368,77.697818,79.415779,132.787471
369,77.697818,80.621897,129.818865
370,77.697818,79.302002,131.738670
371,77.697818,79.546731,131.738670
372,77.697818,79.803998,131.738670
